age,job_1,job_2,job_3,job_4,job_5,job_6,job_7,job_8,job_9,job_10,job_11,job_12,marital_1,marital_2,marital_3,education_1,education_2,education_3,education_4,default,balance,housing,loan,contact_1,contact_2,contact_3,day,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,duration,campaign,pdays,previous,poutcome,y
31,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,355,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,239,1,-1,0,,0
36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,133,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,117,1,-1,0,,0
38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,705,1,-1,0,,0
25,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,55,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,155,1,-1,0,,0
51,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,417,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,18,1,-1,0,,0
26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,153,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,386,1,-1,0,,0
40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,794,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,138,1,-1,0,,0
26,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,187,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,341,1,-1,0,,0
36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,335,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,339,2,-1,0,,0
59,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1407,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,232,1,-1,0,,0
26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-116,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,208,1,-1,0,,0
49,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1842,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,124,2,-1,0,,0
33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,329,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,44,1,-1,0,,0
31,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,428,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,75,1,-1,0,,0
59,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,181,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,485,1,-1,0,,0
38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2139,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,576,1,-1,0,,0
37,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,253,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,280,1,-1,0,,0
31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,133,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,480,2,-1,0,,0
54,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,785,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,86,2,-1,0,,0
41,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-45,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,121,4,-1,0,,0
44,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,223,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,93,2,-1,0,,0
28,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2831,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,211,3,-1,0,,0
22,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2412,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,238,2,-1,0,,0
31,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,399,3,-1,0,,0
36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,211,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,93,2,-1,0,,0
37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,34,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,144,3,-1,0,,0
54,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,222,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,45,2,-1,0,,0
28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3285,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,98,1,-1,0,,0
42,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-67,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,128,1,-1,0,,0
35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,670,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,106,1,-1,0,,0
29,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,121,1,-1,0,,0
59,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,96,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,123,1,-1,0,,0
46,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-3,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,92,2,-1,0,,0
32,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,123,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,278,1,-1,0,,0
43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,443,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,219,1,-1,0,,0
41,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,406,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,2462,1,-1,0,,0
31,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,535,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,249,3,-1,0,,0
26,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,302,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,210,1,-1,0,,0
29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-43,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,484,1,-1,0,,0
31,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,-346,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,187,1,-1,0,,0
37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-271,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,172,1,-1,0,,0
35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,55,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,79,4,-1,0,,0
31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,375,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,207,1,-1,0,,0
30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-2,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,136,2,-1,0,,0
29,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-680,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,117,2,-1,0,,0
29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,393,1,-1,0,,0
39,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,217,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,107,1,-1,0,,0
31,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,160,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,25,1,-1,0,,0
27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,118,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,132,3,-1,0,,0
22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-1,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,136,1,-1,0,,0
31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,453,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,384,2,-1,0,,0
39,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,169,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,38,1,-1,0,,0
25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,787,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,164,1,-1,0,,0
27,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,78,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,825,1,-1,0,,0
28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2269,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,331,1,-1,0,,0
31,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,213,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,479,2,-1,0,,0
46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,164,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,229,2,-1,0,,0
37,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,934,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,258,2,-1,0,,0
27,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,490,1,-1,0,,0
34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,354,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,308,1,-1,0,,0
30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,23,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,137,1,-1,0,,0
23,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,318,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,545,2,-1,0,,0
33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-305,0,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,109,1,-1,0,,0
43,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,616,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,168,2,-1,0,,0
50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2590,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,257,6,-1,0,,0
31,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1868,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,213,2,-1,0,,0
32,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-578,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,115,1,-1,0,,0
32,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-227,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,646,1,-1,0,,0
37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1981,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,106,1,-1,0,,0
60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,404,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,95,2,-1,0,,0
47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,65,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,205,1,-1,0,,0
32,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-1,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,653,1,-1,0,,1
34,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,-68,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,122,1,-1,0,,0
36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,377,1,-1,0,,0
28,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,229,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,322,1,-1,0,,0
31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1656,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,208,3,-1,0,,0
43,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1342,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,46,2,-1,0,,0
32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,331,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,211,2,-1,0,,0
31,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,238,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,156,2,-1,0,,0
56,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,202,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,178,2,-1,0,,0
34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,318,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,133,2,-1,0,,0
46,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-1124,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,206,2,-1,0,,0
27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,662,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,544,1,-1,0,,0
33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1790,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,143,1,-1,0,,0
35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,198,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,471,2,-1,0,,0
29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,726,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,200,3,-1,0,,0
39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,183,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,324,2,-1,0,,0
48,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,149,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,71,1,-1,0,,0
58,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-91,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,164,5,-1,0,,0
36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-9,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,137,3,-1,0,,0
33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,134,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,91,2,-1,0,,0
32,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,280,1,-1,0,,0
32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6259,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,230,2,-1,0,,0
31,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,27,0,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,63,1,-1,0,,0
30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,383,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,135,1,-1,0,,0
30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1108,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,261,1,-1,0,,0
40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,117,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,215,2,-1,0,,0
35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,108,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,200,4,-1,0,,0
42,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,479,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,391,2,-1,0,,0
60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,65,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1028,2,-1,0,,1
28,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,234,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,107,3,-1,0,,0
29,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-53,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,108,2,-1,0,,0
33,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-131,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,145,2,-1,0,,0
23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-39,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,142,2,-1,0,,0
34,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,139,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,106,1,-1,0,,0
29,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,262,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,134,1,-1,0,,0
32,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,160,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,190,1,-1,0,,0
55,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,186,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,241,1,-1,0,,0
39,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-79,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,180,1,-1,0,,0
37,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1113,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,237,1,-1,0,,0
26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,82,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,654,1,-1,0,,1
35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,321,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,189,1,-1,0,,0
26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1326,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,70,1,-1,0,,0
34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2257,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,62,1,-1,0,,0
55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1373,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1087,2,-1,0,,0
39,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,304,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,323,1,-1,0,,0
27,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,659,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,111,2,-1,0,,0
30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,491,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,197,4,-1,0,,0
28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,101,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,224,3,-1,0,,0
33,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,33,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,557,1,-1,0,,0
43,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,291,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,150,2,-1,0,,0
50,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,218,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,388,2,-1,0,,0
26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,102,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,89,1,-1,0,,0
33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,88,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,57,2,-1,0,,0
47,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,94,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,209,3,-1,0,,0
33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-665,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,188,1,-1,0,,0
34,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-331,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,342,1,-1,0,,0
33,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,550,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,84,1,-1,0,,0
23,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,151,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,97,1,-1,0,,0
29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5406,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,530,2,-1,0,,0
33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,269,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,365,1,-1,0,,0
41,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2457,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,285,1,-1,0,,0
27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,45,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,352,1,-1,0,,0
34,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,610,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,316,3,-1,0,,0
53,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-133,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,126,2,-1,0,,0
34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,66,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,76,2,-1,0,,0
40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1692,2,-1,0,,1
27,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,350,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,24,1,-1,0,,0
33,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,546,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,253,1,-1,0,,0
40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,360,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,73,1,-1,0,,0
21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,622,1,-1,0,,0
31,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,133,1,-1,0,,0
51,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,22,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,178,1,-1,0,,0
26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,57,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,404,2,-1,0,,0
26,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1349,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,275,1,-1,0,,0
32,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,708,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,109,1,-1,0,,0
31,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1329,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,134,1,-1,0,,0
27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,7459,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,407,2,-1,0,,0
58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,225,1,-1,0,,0
